Wavelength,Transmission
1996.989307907422,0.0
2069.356808066485,0.0
2142.750797589508,0.0
2216.144787112529,0.0
2289.5387766355507,0.0
2362.932766158573,0.0
2436.3267556815945,0.0
2509.7207452046164,0.0
2583.114734727638,0.0
2656.50872425066,0.0
2729.9027137736816,0.0
2803.2967032967044,0.0
2876.690692819725,0.0
2950.084682342747,0.0
3023.478671865769,0.0
3096.8726613887907,0.0
3170.2666509118126,0.001362493990787
3243.660640434834,0.0045956027773213
3314.274554597136,0.008308992216928
3394.2017212178507,0.0134632236157511
3430.9265167329686,0.0251031961914267
3453.064470682337,0.0396407719316968
3467.178699436764,0.0517333917520127
3489.924770569932,0.0633538407239048
3506.623062790045,0.0784747570094362
3520.556146362599,0.0993241283344795
3534.377092441609,0.1187015839981501
3540.316066618796,0.1340821503316712
3555.2907349871302,0.15230154204552
3557.253141124109,0.1675890597500033
3572.559908992548,0.18431841473468
3583.941864587027,0.2038936658329835
3597.799471000464,0.2201974626258541
3606.627279530505,0.2373200836523034
3619.2091063058806,0.254441949480013
3629.434006853362,0.2689608168878666
3639.988183859152,0.2844641201802054
3652.570010634527,0.3014927189635553
3662.794911182008,0.3160048925643976
3674.969474969475,0.33090865387541
3680.6884871401,0.3448545314030828
3693.3656307849856,0.3599220678589758
3704.0411201701527,0.3766878574808912
3716.1723581078422,0.3911629576890544
3723.581078419789,0.4064917757452946
3740.261530584112,0.4233166596685958
3747.410295797393,0.4380945774077928
3765.758793178149,0.4501554788810389
3785.775335775337,0.4621390668833027
3805.791878372525,0.4741656068138898
3822.927251959511,0.4855322489365976
3846.7231417603625,0.4974951118825372
3865.841506164088,0.5099016111790635
3885.858048761276,0.5217563433963567
3905.874591358464,0.5337828833269437
3925.891133955651,0.5458953271141782
3945.907676552839,0.5578359631881183
3960.9200835007287,0.5695790203917703
3980.936626097917,0.5809183294691812
4002.621213911537,0.5922834097035861
4039.874223745192,0.6045075285044615
4072.5508018312,0.6178662390119753
4095.880105557525,0.6300381546999654
4121.9622671235575,0.641330607128296
4149.024259446096,0.6535890273992032
4178.321976709074,0.666117774491727
4202.914951053909,0.6791222967902962
4240.675095513806,0.6914471402230865
4297.865217220056,0.7013669903359008
4360.917326401198,0.7127377974940822
4433.767006432541,0.7228685749461373
4506.809828541577,0.7324988494018331
4579.431249753831,0.741936518368415
4647.8980903298525,0.7515590719106794
4724.884792626728,0.7562231106729712
4798.27878214975,0.7585190864779014
4871.672771672772,0.7609556322300723
4945.066761195793,0.763345321333163
5018.460750718816,0.7656412971380934
5091.854740241837,0.7694366857135904
5165.24872976486,0.7744972038142529
5238.642719287882,0.7795108652658354
5312.036708810903,0.7833062538413325
5385.430698333926,0.7845713833664982
5458.824687856945,0.785649086295343
5532.218677379968,0.7868673591714284
5605.612666902989,0.7880387753984337
5680.9129938162205,0.7914392293602546
5749.620570588313,0.7990969445813633
5825.794635472055,0.803267186349502
5899.188624995077,0.8057974453998332
5972.582614518098,0.8017677735789351
6045.9766040411205,0.7960044057420694
6119.370593564143,0.7901473246070432
6192.764583087164,0.7842433868229367
6266.158572610186,0.7784331623369906
6339.552562133208,0.7729977910436864
6412.94655165623,0.7686401226792268
6486.340541179252,0.7647510208055692
6559.734530702273,0.7607682056337515
6633.128520225296,0.7568791037600939
6708.062243794255,0.7511229446384712
6762.49469367749,0.7409400336313092
6825.2170956755,0.7300573713708117
6886.671393123006,0.7186909347597228
6948.125690570512,0.7072431155475999
7009.689727834889,0.697655227863276
7087.392834167029,0.6901279024245781
7148.706132577101,0.6829393115115227
7220.280436409468,0.676145097394892
7293.67442593249,0.6681794670512563
7352.241346865003,0.6613071585194922
7414.190692819725,0.6528456286397577
7456.666272795305,0.6437336838454096
7515.261064157498,0.6342429224200579
7579.173533502906,0.6231477611457492
7642.032500606354,0.6118355796020164
7704.754902604365,0.6009453819154973
7760.727086533539,0.5893197266492628
7814.104533459372,0.5780448454643373
7867.481980385208,0.5666733224406838
7920.859427311041,0.555237371524545
7974.236874236874,0.5439624903396195
8027.614321162709,0.5326553952084512
8080.10214397311,0.5217649337820214
8127.697034148648,0.5106808818786474
8174.402300208753,0.4985316221528501
8220.594321586877,0.4866315780111716
8261.140651463233,0.4754541646635957
8301.686981339588,0.4645080309300693
8347.879002717713,0.4526589627033244
8394.071024095838,0.4409968061646687
8435.130598654174,0.4293799615503981
8480.809375350318,0.4180803004068243
8521.868949908654,0.4072167665354587
8568.95059540221,0.3970668954731609
8621.438418212612,0.3861463676969044
8674.815865138446,0.3749681283507068
8728.193312064283,0.363983172681965
8781.570758990114,0.3526438636045543
8834.058581800518,0.3406108808847184
8881.140227294074,0.3280001947289312
8921.68655717043,0.3164031740815792
8961.719642364806,0.3054074804307566
9001.75272755918,0.2945406425649045
9041.785812753556,0.2836308527707291
9082.332142629908,0.2721362559524561
9128.010919326056,0.2604401154705114
9169.07049388439,0.2484267915178698
9214.749270580536,0.2366513551682509
9255.80884513887,0.2246776791494464
9301.487621835016,0.2129815386675018
9342.033951711372,0.201463813887824
9382.067036905748,0.1905540240936484
9422.100122100124,0.1795583304428258
9462.646451976476,0.1680604296300664
9509.728097470035,0.1565017353187572
9571.853514864268,0.1470866726302404
9639.715867259292,0.1404258197456072
9700.107658172175,0.1310741937512296
9763.71578242546,0.124133162134148
9815.758793178147,0.1159233966342789
9878.032481258288,0.1097013142174431
9929.185867895549,0.1014915487175741
9993.048170467528,0.0954707267648829
10044.995864350703,0.0867085333868837
10103.997006577654,0.0808376183840339
10157.0665066943,0.0726278528841648
10218.31370541048,0.0664057704673291
10269.467092047737,0.05819600496746
10332.852810272165,0.052248814891895
10384.947145493052,0.0436848611830811
10445.167854845276,0.0375420746339197
10500.32455000197,0.0308072122727909
10569.715231005555,0.0271805076339826
10643.109220528577,0.0224948427259617
10716.5032100516,0.0178560344670209
10789.89719957462,0.0131235129099195
10864.959234314074,0.0076647132920751
10936.685178620664,0.0034710431993964
11002.739769191385,0.0
